"replicate","max_LRT","argmax_breakpoint_m","n_singular","n_warn"
767,1.22987914826638,0.5,0,0
768,0.779363815175202,0.44,41,0
769,4.396861535786,0.33,0,1
770,2.18857909668463,0.31,41,0
771,2.10982264278095,0.23,0,0
772,1.03800601994885,0.2,0,1
773,1.85952069832666,0.2,38,0
774,2.9211398878233,0.21,41,0
775,4.08326302499876,0.23,5,4
776,2.14703641856988,0.2,0,0
777,7.48598567634389,0.38,38,0
778,1.00403398093749,0.33,30,1
779,1.44191559286617,0.2,0,0
780,0.805437711352056,0.44,0,0
781,4.93750110919132,0.37,12,2
782,0.816588682003555,0.2,0,4
783,1.22197349172075,0.26,0,0
784,0.74149728834243,0.46,0,0
785,0.328502577299219,0.6,0,0
786,2.47725841655597,0.42,39,0
787,1.27448221970678,0.4,5,5
788,0.881503935467094,0.2,26,0
789,1.40251961635761,0.25,0,0
790,1.41869397438586,0.6,0,1
791,2.15494244434285,0.6,0,1
792,6.05083358776164,0.26,36,0
793,2.64684475905904,0.36,2,5
794,0.531573029222898,0.6,0,0
795,2.2907404938581,0.25,0,12
796,0.385339384020085,0.51,0,0
797,1.31719933709292,0.22,0,0
798,2.82503814562347,0.36,41,0
799,1.15960164815687,0.2,29,1
800,2.40092489727192,0.29,0,0
801,1.36726194212713,0.57,0,1
802,1.8613416235454,0.24,0,0
803,8.44853132022934,0.22,0,0
804,7.31480278550896,0.46,0,0
805,6.22139130811115,0.39,39,1
806,1.62467530870128,0.22,32,2
807,3.29451179701039,0.6,0,1
808,1.04684131204738,0.6,31,0
809,1.1945879811766,0.36,37,0
810,1.01036740626444,0.52,0,0
811,1.33617872139206,0.41,14,1
812,1.25718877908912,0.38,19,8
813,2.52717169730067,0.6,41,0
814,4.42787535083448,0.24,0,0
815,0.628934683895295,0.2,35,0
816,3.70842665730083,0.3,8,2
817,2.28400171452881,0.22,0,1
818,4.25914012684905,0.54,0,0
819,1.48221025117789,0.6,41,0
820,2.18783207719787,0.6,37,1
821,5.20829492672465,0.6,0,0
822,2.80595833128473,0.21,0,0
823,1.31496814146459,0.25,0,0
824,2.62761096623251,0.24,32,3
825,0.235266253807595,0.55,39,0
826,1.1108797707592,0.59,0,0
827,0.660456818432067,0.25,0,0
828,1.44247280496694,0.2,33,2
829,1.23908354474361,0.39,39,0
830,1.50874048908935,0.6,0,4
831,2.25318938947146,0.23,0,0
832,0.844780574248261,0.44,15,19
833,2.19368345617033,0.2,32,0
834,0.498655215099291,0.6,0,0
835,2.69510619666414,0.58,2,2
836,0.121186433926482,0.2,0,0
837,0.13350744312504,0.6,0,1
838,7.1372685143042,0.26,0,0
839,2.74483736793928,0.56,22,2
840,0.57125990260397,0.2,0,5
841,3.46081827594321,0.25,19,1
842,2.64818872708724,0.33,0,0
843,3.21683486011381,0.2,0,1
844,0.60149105917759,0.54,24,2
845,3.44855646531062,0.51,0,1
846,2.18071552479375,0.33,32,0
847,6.88922467102645,0.27,0,0
848,4.36331545502662,0.6,0,0
849,3.21764000825613,0.6,14,4
850,0.717687971085752,0.49,30,1
851,2.66117764843079,0.23,0,1
852,0.936431607384463,0.27,0,0
853,0.428365535783428,0.57,0,0
854,0.944620372007023,0.2,2,6
855,0.735638965625867,0.2,30,4
856,2.87762246457476,0.22,20,0
857,0.474957678982491,0.26,0,0
858,1.458552908863,0.48,31,1
859,1.46255138652123,0.2,0,1
860,5.6611260960434,0.6,0,0
861,3.68037202298808,0.29,0,0
862,0.747796153284071,0.42,0,0
863,0.830649870870502,0.6,0,1
864,5.77254427345952,0.52,0,0
865,1.0657082379563,0.41,0,0
866,2.72248027791045,0.56,0,0
867,3.97013177703428,0.22,0,0
868,1.13426389144058,0.25,6,3
869,0.463685761419754,0.2,0,1
870,0.308401110858767,0.45,0,0
871,1.01427613189139,0.21,38,0
872,5.02598201687755,0.36,0,1
873,1.29940721747039,0.38,0,1
874,3.5804488548481,0.2,22,0
875,2.33808908957917,0.6,41,0
876,1.9931247791485,0.23,0,14
877,1.11821048833485,0.6,0,0
878,3.85967428307811,0.56,12,2
879,0.32162881204556,0.5,16,0
880,2.07166582069726,0.51,24,0
881,1.77924845600432,0.36,0,0
882,0.362918375391018,0.56,18,2
883,1.51467048965094,0.51,5,9
884,3.61358972907897,0.6,0,0
885,2.00444397994033,0.46,33,0
886,1.79241453758948,0.3,0,0
887,2.1505121611608,0.26,0,1
888,11.9616010677325,0.37,0,0
889,3.44369995506463,0.31,29,0
890,3.4782290691021,0.29,1,2
891,1.90781893983853,0.22,0,0
892,0.943126693487102,0.23,28,1
893,3.5521402488306,0.2,36,0
894,3.09951494120844,0.6,0,0
895,1.42025384696058,0.44,0,0
896,0.575826184939388,0.39,41,0
897,1.74090758858853,0.54,0,1
898,1.39115108468059,0.33,0,0
899,2.2976471681892,0.27,16,7
900,0.51499012733882,0.21,0,0
901,1.35026154559728,0.58,39,0
902,1.10052787973893,0.27,0,0
903,0.543992747186962,0.25,19,4
904,0.643739685141782,0.59,0,0
905,0.623126549654614,0.32,41,0
906,2.2014509911283,0.6,0,0
907,3.18914347517074,0.2,0,1
908,6.59174173615611,0.39,0,0
909,8.16194923196753,0.29,0,0
910,3.24435428557422,0.59,0,0
911,7.17647578450317,0.57,31,0
912,1.20543497531355,0.45,4,6
913,0.479677265572946,0.25,35,1
914,2.65303103617509,0.23,0,1
915,0.330233604273531,0.6,0,0
916,1.28470596027199,0.21,0,0
917,5.33333138587449,0.58,0,0
918,3.45694146474045,0.6,0,0
919,2.76993963577002,0.52,0,0
920,4.44371997946462,0.6,30,0
921,4.54899865840071,0.52,0,0
922,6.04132744217827,0.32,0,2
923,2.17056105578513,0.52,39,1
924,0.993171297591175,0.2,41,0
925,2.28873272131057,0.23,0,1
926,2.31401550604812,0.23,25,1
927,6.73311789674665,0.28,0,0
928,2.70356746432776,0.22,10,2
929,1.18010544746392,0.6,0,1
930,2.6002066136399,0.35,33,0
931,4.59369116921562,0.59,26,0
932,1.42521670114206,0.2,0,0
933,2.61876903868313,0.6,36,2
934,1.43565128428554,0.59,28,1
935,0.283988953678318,0.34,8,1
936,0.67969483547995,0.6,35,0
937,4.18990398996777,0.54,32,0
938,1.01946413797725,0.6,0,0
939,0.0607738336382226,0.42,0,0
940,2.42527109602031,0.45,37,0
941,5.64798283624799,0.6,0,1
942,1.14936190101741,0.3,21,0
943,0.355897339508033,0.3,32,0
944,3.99941663515335,0.56,0,22
945,6.28602484790702,0.26,0,0
946,0.535993533769101,0.56,0,0
947,3.15903187045819,0.6,39,0
948,0.43101774878096,0.22,0,0
949,1.50163775072622,0.22,0,0
950,3.17822490807555,0.24,0,0
951,1.21470566169387,0.24,41,0
952,0.830752351827869,0.2,0,0
953,0.710457715722214,0.24,0,0
954,6.71737828222797,0.52,27,0
955,5.23973620841605,0.51,40,0
956,2.34257723671351,0.46,0,2
957,0.664333207540494,0.53,28,1
958,0.821856935378719,0.37,0,5
959,1.34889672375402,0.25,0,1
960,5.14106779559143,0.51,0,0
961,4.67681610642865,0.22,0,0
962,2.17783878409216,0.6,0,0
963,2.11613153323071,0.46,0,1
964,1.61191121609056,0.27,0,1
965,2.45460432975011,0.33,41,0
966,3.2512095001793,0.6,23,9
967,5.07704926305809,0.24,41,0
968,1.25501994967374,0.6,0,0
969,0.221747235746818,0.2,38,0
970,1.44714560498937,0.36,27,0
971,1.8556343618136,0.24,0,0
972,2.6580196006247,0.31,32,0
973,4.05716353440494,0.24,0,0
974,3.85676487608509,0.2,16,0
975,0.824605617099849,0.48,0,0
976,0.728705116363926,0.25,0,0
977,3.25042715100813,0.6,0,0
978,0.288774296653571,0.49,0,1
979,1.82611075737975,0.2,0,0
980,1.29157588854508,0.21,8,1
981,0.535130998479531,0.32,26,0
982,1.97858926122296,0.44,13,25
983,3.99455835189553,0.22,0,0
984,0.619411694127166,0.26,0,0
985,0.248035579642135,0.59,0,0
986,0.976570437773034,0.33,38,0
987,1.36369258910247,0.2,0,0
988,0.709171331546827,0.58,0,0
989,2.95589570505393,0.57,0,0
990,3.15796543642193,0.26,20,1
991,5.27251943167835,0.6,37,0
992,2.84915404303354,0.58,0,0
993,0.455509221588272,0.44,0,1
994,2.63597595064277,0.4,32,0
995,2.13969497537255,0.36,0,1
996,1.54195375362883,0.37,0,1
997,7.65697871056841,0.6,0,0
998,3.71198183908132,0.25,0,0
999,2.81843182371438,0.23,0,0
1000,0.31161316670898,0.6,30,0
