participantId,level,run_id,run_start,run_end,run_samples,run_duration,levelTime,n_runs,run_dur_diff,is_matched_run
P011,4,4,152.912,191.689,350,38.77699999999999,38.859375,1,-0.08237500000001319,TRUE
P011,5,5,191.8,211.352,177,19.551999999999992,19.705154418945312,1,-0.15315441894532,TRUE
P011,6,6,211.463,222.908,104,11.444999999999993,11.556045532226562,1,-0.11104553222656932,TRUE
P011,7,7,223.02,244.796,197,21.775999999999982,21.914901733398438,1,-0.13890173339845546,TRUE
P011,8,8,244.909,279.099,311,34.19,34.248687744140625,1,-0.058687744140627274,TRUE
P011,9,9,279.207,309.179,271,29.97199999999998,30.107391357421875,1,-0.135391357421895,TRUE
P011,10,10,309.29,343.72,311,34.43000000000001,34.540283203125,1,-0.11028320312499318,TRUE
P011,11,11,343.83,356.384,114,12.55400000000003,12.69256591796875,1,-0.13856591796871953,TRUE
P011,12,12,356.498,384.827,256,28.329000000000008,28.414703369140625,1,-0.08570336914061727,TRUE
P011,13,13,384.938,424.043,353,39.10500000000002,39.22967529296875,1,-0.12467529296873181,TRUE
P011,14,14,424.154,459.619,335,35.46500000000003,35.5662841796875,1,-0.10128417968746817,TRUE
P011,15,15,459.722,489.483,270,29.761000000000024,29.84588623046875,1,-0.0848862304687259,TRUE
P011,16,16,489.594,529.989,374,40.39500000000004,40.564849853515625,1,-0.16984985351558635,TRUE
P011,17,17,530.103,550.703,187,20.600000000000023,20.68341064453125,1,-0.08341064453122726,TRUE
P011,18,18,550.814,579.603,260,28.788999999999987,28.90008544921875,1,-0.11108544921876273,TRUE
P011,19,19,579.714,608.405,261,28.690999999999917,28.8160400390625,1,-0.12504003906258276,TRUE
P011,20,20,608.518,649.07,366,40.55200000000002,40.5814208984375,1,-0.02942089843747908,TRUE
P011,21,21,649.181,667.736,168,18.55499999999995,18.69342041015625,1,-0.13842041015630002,TRUE
P011,22,22,667.847,703.049,320,35.202,35.38330078125,1,-0.18130078125000182,TRUE
P011,23,23,703.161,744.845,380,41.68400000000008,41.739990234375,1,-0.055990234374917236,TRUE
P011,24,24,744.951,764.033,173,19.081999999999994,19.14617919921875,1,-0.06417919921875637,TRUE
P012,1,1,272.879,329.988,515,57.10899999999998,57.302886962890625,1,-0.19388696289064455,TRUE
P012,2,2,330.103,356.64,240,26.536999999999978,26.663299560546875,1,-0.12629956054689728,TRUE
P012,3,3,356.749,447.443,824,90.69399999999996,90.7547607421875,1,-0.06076074218754002,TRUE
P012,4,4,447.549,490.844,391,43.295000000000016,43.410125732421875,1,-0.11512573242185908,TRUE
P012,5,5,490.956,597.225,958,106.269,106.42239379882812,1,-0.15339379882811954,TRUE
P012,6,6,597.336,633.43,326,36.09399999999994,36.1219482421875,1,-0.027948242187562755,TRUE
